@ la carte	If you order la carte in Dishes.
@archon	An archon is a ruler, head of state, or other kind of leader; An archon is a head magistrate or leader of ancient Athens; An archon is a mystical being that serves the Demiurge.--
@arduous	If a something is arduous, it requires or uses up a lot of energy to do it. 
@are	Are is the present tense, second person form of the verb be.
@area	An area is a piece of land or space; An area of study is a special subject, such as mathematics, grammar, music, or biology; The area of a surface, is the size of the surface.--
@aren't	'''Aren't' is the negative present tense form of the verb be'' used about the person you are talking to, and to more than one person.
@arena	An arena is a place where sports, entertainments, and other public events take place. It has seats around it where people sit and watch; You can refer to a field of activity, especially one where there is a lot of conflict or action, as an arena of a particular kind.
@Argentina	Argentina is a country in South America.
@Argentine	Argentina is sometimes called "the Argentine"; An Argentine is a person from Argentina, also called an Argentinian; Argentine is something from, or is like something from Argentina.--
@argentine	Argentine is a word for silver, or silver coloured metals; Argentine is a family of small silver coloured fish, like small salmon.--
@Argentinian	An Argentinian is a citizen of Argentina; If something is Argentinian, it about or comes from Argentina.--
@argon	A chemical element (symbol Ar) with an atomic number of 18; Argon is a gas, often used in light bulbs to change the colour of the light.
@arguable	Something that is arguable is a thing that is not certain, and is open to argument about. 
@arguably	If something is in a condition that is not certain, it is said to be arguably the case.
@argue	If you argue with someone, you debate, disagree or talk about your differing ideas; If you argue with someone, you have an argument with them.
@argument	When two or more people are discussing an idea that they do not agree on, they are having an argument. Often arguments are loud or angry; An argument can be the reasons behind an idea; An argument is the independent variable of a function.
@argumentative	If someone is argumentative, they are quick to argue. 
@Århus	Århus is a city in Denmark.
@Ariana	Ariana is a female given name.
@Ariel	Ariel is a female given name. "; Ariel is a female given name.
@Aries	Aries is a constellation of the zodiac supposedly shaped like a ram; Aries is the zodiac sign for the ram. It is from March 20 - April 20 (tropical astrology) or April 15 - May 15 (sidereal astrology).
@arise	When something arises, it comes up from sitting, lying, or kneeling. --
@aristocracy	An aristocracy is the highest class of people in certain , typically comprising people of noble birth holding hereditary titles and offices.--
@aristocrat	An aristocrat is a person that is a member the aristocracy. --
@arithmetic	The kind of mathematics in which addition, subtraction, multiplication, and division are done on numbers.
@Arizona	Arizona is a state in the United States.
@ark	An ark is a ship that is built by Noah to save his family and the animals.
@Arkansas	Arkansas is a state in the United States.
@arks	"
@arm	One of the upper limbs people have; arms start at the shoulder and go down to the wrist, sometimes the hand is included; A weapon; To give or sell weapons to a person, group, or country; To get a tool or a weapon ready for action; to activate.
@arm-twisting	The use of personal pressure to persuade; The use of political pressure to gain support
@armament	Armament is weaponry.--
@armchair	An armchair is a big comfortable chair which has a support on each side for your arms; An armchair critic, fan, or traveller knows about a particular subject from reading or hearing about it rather than from practical experience.
@armed forces	The military forces of a nation, such as the army, navy, air force, marines and, sometimes, coast or border guards; these forces are armed with weapons.--
@Armenia	Armenia is a country in Asia.
@Armenian	Armenian is the language that people from Armenia speak; An Armenian is a person who comes from Armenia; Something or someone that is Armenian comes from Armenia.--
@armful	A quantity of items that a person can hold in his arm or arms is called an armful.
@armor	Armor is something you wear to protect your body; Armor may be used to describe the hard protective layer of an animal's body.--
@armory	An armory is where weapons are kept; An armory is a collection of weapons; An armory is a place where weapons are made.--
@armour	Armour is something you wear to protect your body; Armour may be used to describe the hard protective layer of an animal's body.
@armoury	An armory is where weapons are kept; An armory is a collection of weapons; An armory is a place where weapons are made.--
@armpit	An armpit is the area underneath the shoulder, where the arm connects to the torso.--
@army	The people and organisation, normally in a government, which fights wars; A large number of people working towards the same thing.
@Arnold	Arnold is a male given name.
@aroma	An aroma is a scent or smell.
@aromantic	When someone is aromantic, they do not have any romantic desire or attraction; An aromantic is a person that does not have any romantic desire or attraction; a person with aromanticism.
@aromanticism	Aromanticism means when you don't have any romantic attraction toward anyone.--
@aromatic	If something is aromatic, it has a pleasant smell.
@around	If x is around y, y is in the middle and x is on all sides of y. 
@around the corner	If an event is around the corner, it is happening soon. --
@arouse	If something arouses a feeling or emotion, it causes that feeling or emotion; If something arouses you, it makes you wake up.
@arpeggio	An arpeggio is the notes of a chord played individually instead of simultaneously, usually moving from lowest to highest.--
@arrange	If you arrange something, you put it in order or you organise it.
@arrangement	Arrangement is the manner of being arranged; An arrangement is a collection of things that have been arranged; An arrangement is a plans for some activity; An arrangement is an agreement; An arrangement is an adaptation of a piece of music.
@array	An array is a display or range of a particular type of thing; Common name for matrix; An array is an elaborate or beautiful clothing; If you array someone, you dress someone in something; If you array something, you display or arrange it in a particular way.--
@arrear	An arrear is work to be done; an obligation.--
@arrest	If you are arrested you are caught by the police; If something arrests something else, it stops it; If something arrests it stops; An arrest is when the police catch someone; An arrest is someone caught by the police; An arrest is stopping, most often used for the heart.
@arrival	The act of reaching the place to which you were traveling. 
@arrive	If you arrive somewhere, you come to that place, usually the place that you planned to go to; If something arrives somewhere, it comes to that place, usually the place that it was supposed to go to; If a time or event arrives, it moves from the future into the present.
@arrogance	Arrogance is an attitude that someone may have that he/she is better than other people. 
@arrogant	If Dan is arrogant, he thinks he is better or more important than other people. 
@arrogate	If someone arrogates something, they claim something which is not theirs for themselves.
@arrow	An arrow is a long stick-like thing used to shoot in archery; An arrow is a symbol to show the direction of something.
@arroyo	An arroyo is a small river or stream.--
@arse	; British version of ass; An unpleasant person, usually male.--
@arsehole	; The anus, the hole in the butt where feces comes out; ; A rude or cruel person; a jerk.
@arsenal	An arsenal is a collection of weapons and military equipment; An arsenal is a store or supply of anything.--
@arsenic	Arsenic is a poisonous metal element with an atomic number of 33 and the symbol As.--
@arson	Arson is the crime of setting a fire to cause damage; An arson is an act of arson.
@arsonist	An arsonist is a person who sets fire to cause damage, especially in buildings or forests.
@art	'''' Any man-made object which is either beautiful or makes the viewer think. Common examples of art are paintings and photographs; A creation or study of pieces of art.
@artefact	An artefact is an object that was made by a human; An artefact is a finding in an investigation that is not a true feature of the object, but is a result of external action, such as an experimental error; An artefact is an object, such as a tool or weapon, that is found at an archaeological excavation.
@artery	The artery is a blood vessel from the heart that transports blood away from the heart. --
@arthropod	Arthropods are invertebrate animal of the phylum ''''.--
@Arthur	Arthur is a male given name.
@article	An article is a story or report that you can read in a newspaper, journal, or online; An article is a member of a larger group; An article is an object.
@articulate	in a clear way; effective speaking; Able to bend or hinge; To articlulate is to make clear; If you articulate, that means you speak clearly or effectively.--
@articulated	To be articulated is to be made with small joints or details; If something is articulated, it has 2 (or more) parts that are connected together by a flexible joint.--
@articulation	The articulation of a word or sound is the act of producing it in speech or music; The articulation of an idea is the act of expressing it; An articulation is a joint that allows movement; The articulation of two things is the way they are connected.--
@artifact	An artifact is an object that was made by a human; An artifact is a finding in an investigation that is not a true feature of the object, but is a result of external action, such as an experimental error; An artifact is an object, such as a tool or weapon, that is found at an archaeological excavation.--
@artifice	Something that is artifice refers to an artificial object, something that is man-made.
@artificial	Something that is made by people instead of being made by nature.
@artificially	If you do something artificially, you do it in a way that is not sincere; If something is made artificially, it is made by or because of human effort. 
@artillery	Artillery is big weapons that look like cannons.
@artisan	An artisan is a skilled manual worker who uses tools and machinery in a particular craft.--
@artisanal	If something is artisanal, it involves skilled work with very little reliance on .
@artist	An artist is someone who makes art; An artist is a performer on a musical track. 
@artistic	If something is artistic, it is an example of good art; If something is artistic, it is of or related to art.
@artistically	If something is done artistically, it is done in a way that is artistic.
@artwork	Any piece of art can be called artwork.
@artworks	"
@arty	If someone is arty, then they are pretending that they have artistic worth.
@Arunachal Pradesh	A North-eastern state in the far east of India.
@Aryan	A division of the Caucasian race; (theosophy, Germanic mysticism, Nazism) A member of an alleged non-Jewish Caucasian master race; A racist of European ancestry.
@as for	with respect to; in reference to; regarding
@as from	used to show the time or date when something begins or ends; used to show the time or date when something begins or ends
@as per	in the way that has been decided; following instructions, rules, etc; as (usual)
@as soon as	beginning at the time with no wait
@as though	the same way that it would be if; about; regarding
@as well	You use as well to show that something applies in the same way as something else you've already mentioned; You use as well to show that something applies in the same way as something else you've already mentioned. 
@as well as	You use as well as to add more information; If you do something as well as something else, you do them both equally well; You use as well as to add more information.
@asbestos	Asbestos is a mineral which is found naturally in all parts of the world. It is fibrous, heat resistant and non-flammable. The small fibres can cause cancer when in the lungs.
@ascend	If you ascend something, then you go up it.--
@ascent	The act of ascending; A climb or walk to the summit of a mountain or hill (i.e. a slope).
@ascertain	If you are trying to ascertain the cause of an accident, you are trying to find out or confirm the reason to why it happened. "; If you are trying to ascertain the cause of an accident, you are trying to find out or confirm the reason to why it happened. --
@ascribe	To attribute a cause or characteristic to someone or something; To attribute a book, painting or any work of art or literature to a specific writer or painter or creator.
@asexual	When someone is asexual, the person does not have any interest in having sex; An asexual is a person that does not have any sexual desire or attraction, a person with asexuality.--
@ash	Ashes are what is left of something after it has burned (been destroyed by fire); Ash is a light gray color. The color of wood ashes; An ash is a type of tree; The letter Æ (capital) / æ (lower case). This letter is not used often in modern English. It is found in Old English and some other languages, and is an IPA symbol.--
@ashame	, If you ashame someone, you make that person feel shame or guilt.--
@ashamed	Feeling shame or guilt.--
@Ashgabat	Ashgabat is the capital city of Turkmenistan.
@Ashley	Ashley is a female give..."; Ashley is a female given name.
@ashore	on or onto the shore
@Asia	Asia is the continent that is east of Europe, west of the Pacific Ocean, and north of the Indian Ocean.
@Asian	A person from Asia. Most often this means a person from east Asia; From Asia; In a style typical of Asia, especially east Asia.
@Asiatic peafowl	An Asiatic peafowl is a kind of bird.
@aside	If you put something aside, you put it to the side, often because you want to use it later; An aside is something that you write or say that isn't part of your main idea.
@ask	To ask is to look for an answer to a question by saying it; To approach someone to see if they will do something.
@askew	If something is askew, it is not in a level position. 
@asleep	If you are asleep, you are sleeping. 
@Asmara	Asmara is the capital city of Eritrea.
@asparagus	The shoots of the plant Asparagus officinalis eaten as a vegetable.--
@aspect	An aspect is a view of something, often something non-physical, such as an idea or a problem; In grammar, aspect is the verb form(s) that show the speaker's view of whether the situation is complete or happens again and again. English shows the progressive aspect by using (be) + -ing.
@asperse	If you asperse someone, you make false statements to criticize them. --
@aspirate	An aspirate is the puff of air that the release of a plosive consonant; An aspirate is the sound produced by such a puff of air; If you aspirate, you remove a liquid or gas by means of suction; If you aspirate, you inhale so as to draw something other than air into one's lungs; If you aspirate, you produce an audible puff of breath, especially following a consonant.--
@aspire	If you aspire to be someone else, you have a strong hope in becoming them."; If you aspire to be someone else, you have a strong hope in becoming them.--
@aspirin	A drug for pain.
@ass	; Ass is another word for butt, referring to the buttocks or anus; If you call someone an ass, you are insulting him/her by comparing him/her to buttocks. Usually meaning that he/she is rude. {{synonyms asshole arsehole jerk}}; Ass is an old word for donkey. 
@assail	If you assail, you attack someone with harsh words or violent force."; If you assail, you attack someone with harsh words or violent force.--
@Assam	Assam is a state in India; its capital is Dispur.
@assassin	An assassin is a person who kills a famous or important person, usually for political reasons or for money.
@assassinate	If you assassinate someone, usually a political leader, you murder them for political reasons.--
@assassination	An assassination is the murder of someone, usually a political leader, for political reasons.--
@assault	When you assault someone, you attack and hurt that person. 
@assemble	If you assemble many people or things, you bring them together; If you assemble something, you put it together.
@assembly	A group of people who came together for an event; The act of people or things coming together; The act of making something by putting parts together.
@assent	If you assent, you agree to a proposal; An assent is the act of giving approval or agreement."; If you assent, you agree to a proposal; An assent is the act of giving approval or agreement.--
@assert	When someone asserts something, they say it with confidence.--
@assertive	confident; the person who is assertive is clear and direct.
@assess	If you assess a person, idea, skill, process, etc., you judge or measure them. 
@assessment	An assessment of a person, idea, skill, process, etc. is a judgement or measurement of them. 
@asset	A thing that has value. It may be worth money, but may just be useful.
@asshole	; The anus, the hole in the butt where feces comes out; ; A rude or cruel person; a jerk.
@assign	When you assign a job to someone, you tell them to do it; To attribute or sort something into categories.
@assignment	An assignment is a task that is given to somebody for them to complete.--
@assimilate	To assimilate is to mix with other people, to absorb into their community. 
@assimilation	The act of assimilating or the state of being assimilated; Changing nutrients into tissue; Adding new ideas to an old way of thinking; Changing a sound so that it becomes similar to the sound next to it; When a minority group takes on the customs and attitudes of the dominant culture.
@assist	To help; In basketball and some other sports, a pass to another player to let him or her score.
@assistance	If you give someone or something assistance, you give help or support.
@assistant	An assistant is a person who helps (or assists) another person.--
@associate	If you associate two things, you think of them as being connected in some way; If you associate with someone else, you spend time with them; An associate is somebody that you do business or work with; An associate member, professor, producer, etc. is one who is connected but at a lower level.
@association	An association is a way that two things are similar, belong together, or are connected or related; An association is a group of people who have a common goal or interest; Association is the when you associate (spend time with certain people).--
@associative	An associative memory, learning, thought, etc. is when one thing reminds you of something else.
@associatively	If something is called associatively, it is done in an associative manner.
@assort	If you assort something, you sort or arrange according in a specific way.--
@assorted	If something is assorted, it is made of different kinds or types of things.
@assuage	If you assuage a feeling, you make it less intense.
@assume	If you assume something, you think or believe something without having enough information to know that it's true; If you assume a role of office, you take on a new position that has more power or responsibility.
@assuming	You use assuming (that) to say what would happen if something is true.--
@assumption	An assumption is a guess or belief about something without having enough information to know if it is true. In maths or science: something assumed to be true in order to build an argument or calculation. 
@assurance	An assurance is a strong promise, usually given when the listener has doubts; Assurance is the feeling of self confidence.
@assure	If you assure somebody about something, you tell them not to worry because the thing you say is true; If x assures that y happens, x makes it certain that y happens.
@assured	If something is assured, it is certain; If you are assured of something, you will certainly get it; If you are assured, your feel sure that you have the needed power and ability.--
@Astana	Nur-Sultan, formerly Astana, is the capital city of Kazakhstan.
@astatine	Astatine is a radioactive element with an atomic number of 85 and symbol At.
@asterisk	An asterisk is the sign * used for several purposes including to mark footnotes and other notes, to indicate multiplication (e.g., 3*3), and (on the Internet) to signify that something should be in bold (e.g., *IMPORTANT*); If you asterisk something, you mark it with an asterisk (*). --
@asteroid	An asteroid is an object that is smaller than a planet that most often orbits a star, but it can sometimes orbit big planets.--
@asteroid belt	An asteroid belt is the large group of asteroids (minor planets) that form a ring between the orbits of Mars and Jupiter.--
@asthma	Asthma is a respiratory condition where the airways narrow and cause difficulty in breathing; Asthma is a respiratory condition where the airways narrow and cause difficulty in breathing.
@asthmatic	An asthmatic is a person who suffers from asthma.--
@astonish	To astonish is to surprise; to excite. --
@astonished	If you are astonished, you are surprised or amazed. --
@astound	If you are astounded, you are shocked or greatly surpris..."; If you are astounded, you are shocked or greatly surprised.--
@astringent	An astringent is a substance that restricts the flow of blood by contracting skin cells; An astringent substance is something that is very sour or bitter; An astringent substance is something that is contracts skin cells.--
@astrologer	An astrologer is a person who studies astrology. --
@astrological	If something is astrological, it is related to astrology; If something is astrological, it is related to astrology.
@astrologist	An astrologist is a person who studies astrology. --
@astrology	Astrology is the study of stars, planets, and their relations to predict future events.
@astronaut	An astronaut is a person who travels into space.--
@astronomer	An astronomer is a person who stars, and space; a person who studies astronomy.
@astronomical	If something is astronomical, it is very big, or very high; If something is astronomical, it is of or relating to astronomy.--
@astronomy	The 
@astrophobia	Astrophobia is the fear or dislike of stars
@astrophysicist	An astrophysicist is a person who studies astrophysics.--
@astrophysics	Astrophysics is the part of physical science that studies space bodies and our universe in general.
@asylum	If a country or a church gives someone asylum, it allows them to stay because they would face troubles if they left; An asylum is a place where people that are sick are put.--
@asymmetrical	Asymmetrical means not being symmetrical.--
@at all	You use at all when you want to emphasize that you are talking about any and every case. 
@at least	If something is at least some amount or level, it is not less that that, but it could be more; You use at least to suggest that something is the worst or most basic of the acceptable options; You use at least to focus on a positive part of a bad situation; You use at least when you want to change, correct, or qualify something you just said.
@at stake	If something is at stake it is in danger. Often is it likely to be lost, destroyed, or gone for some reason.
@atheism	Atheism is the belief that there is no God; Atheism is lacking a belief that God exists. 
@atheist	An atheist is a person who does not believe in a god or gods.
@athlete	An athlete is person involved in a sporting activity; A person who actively participates in physical sports, or a person who is highly skilled in sports. (Known in British English as a "sportsperson".); A physically fit person.--
@athletic	Having to do with athletes; If a person is athletic, they are physically active or have a muscular body.
@athletic supporter	An undergarment worn by athletes to support the genitals, commonly called a jockstrap.--
@Atingkok	Atingkok is an ancient Meitei God of creation of the universe.
@atlas	A joint collection of maps; A bound collection of tables, illustrations etc. on any given subject.--
@Atlas	Atlas is a god who carries the world on his shoulders.
@atmosphere	; An atmosphere is a layer of gasses that surrounds a planet; The atmosphere is the air in a certain place; The atmosphere of a place is the mood or feeling of that place; An atmosphere is a unit of measurement for pressure.--
@atmospheric	If something is atmospheric, it relates to, is made by, or comes from the atmosphere in some way; If something is atmospheric, it has a particular emotional or aesthetic quality to it.
@atmospheric pressure	; ; Atmospheric pressure means how heavy the air is above an object.--
@atmospherical	If something is atmospherical, it relates to, is made by, or comes from the atmosphere in some way; If something is atmospherical, it has a particular emotional or aesthetic quality to it.--
@atoll	An atoll is a reef or island that is made of coral.--
@atom	An atom is the smallest bit that matter can be broken down into; A particle which is made up of protons, neutrons, and electrons.
@atomic	Atomic means it is about atoms, which are very small.
@atomic bomb	"
@atomic number	The number of protons in an atom is the atomic number. It is also the position in the periodic table of elements.
@atomic wedgie	Atomic wedgie is a form of bullying in which one person pulls the victim’s underwear over his head.--
@atomise	If you atomise something, you convert it into atoms.--
@atomize	If you atomize something, you convert it into atoms.
@atone	If you atone for your mistakes, you make amends for the wrong things you have done. "; If you atone for your mistakes, you make amends for the wrong things you have done. --
@atop	If x is atop of y, x is on the highest part of y.
@atrocious	Something that is atrocious is of a very bad quality or is disgusting; Something that is atrocious is evil or cruel.
@atrocity	An atrocity is a very cruel, brutal, and sometimes criminal actions.--
@atrophy	If a part of your body atrophies, it gets smaller and weaker; Atrophy is the process of part of your body getting smaller and weaker.--
@attach	If you attach x to y, you put x on y so that they will not come apart; If you are attached to an office, department, location, etc. you work for that part of the organisation; If a quality such as importance is attached to something, people think the thing has that quality; If something is attached to something else, there is a strong connection between them.
@attached	If you are attached to something or someone, you like it and do not want to lose it; you have an emotional connection to it.
@attachment	Attachment is the act or process of being attached to someone or something; An attachment is a device attached to a piece of equipment or a tool; Attachment is the act or process of being attached to someone or something; An attachment is a device attached to a piece of equipment or a tool.--
@attack	To begin fighting with; To blame or abuse violently; To try to destroy, especially with words; An attack is the act of trying to hurt somebody or break something.
@attacker	An attacker is someone who attacks someone else, usually out of violence; An attacker is a player who tries to score goals or points for their own team.--
@attain	Someone attains a status if they reach it and start to have that status.
@attempt	An attempt is a try at something, usually something difficult; To try or to make an effort at.
@attend	If you attend something like school or a party, you go to it; If you attend to something, you give attention to it.--
@attendance	If you are attending something, you are in attendance for that event; Attendance is the total number of people at an event; The total number of times that someone has attended something is their attendance.
@attendant	An attendant is a person who attends to do a service; Attendant problems, risks, costs, etc. come together with certain changes.
@attender	An attender is a person who attends.--
@attention	If you pay attention to something, you focus your mind on it.
@attentive	If a person or animal is attentive, it is trying hard to notice things.--
@attenuate	If you attenuate something, you reduce the size, force or value of it; If you attenuate something, you reduce the size, force or value of it.--
@attenuation	Attenuation is the process of the size, force or value of something; Attenuation is the process of the size, force or value of something.--
@attest	If you attest something, you confirm that it is true."; If you attest something, you confirm that it is true.--
@attic	An attic is the space just below the roof of a house. It may be used to store items or is sometimes big enough to live in.
@attitude	Your attitude is your feelings and opinions, especially when your actions show how you feel; The attitude of an aircraft is the orientation of it that is relative to the horizon or direction of motion.
@attorney	An attorney is a lawyer who is appointed to act for a person in business or legal matters.--
@attorney at law	An '''''' is a lawyer who is to represent..."; An attorney at law is a lawyer who is to represent someone in court.--
@attorney-at-law	An '''''' is a lawyer who is to represent..."; An attorney-at-law is a lawyer who is to represent someone in court.
@attract	If something attracts you, it makes you interested in it; If you are attracted to someone, you want to have a relationship with them, often a sexual relationship; If x attracts y, x pull y to x.
@attraction	An attraction is a force that pulls two things together; An attraction is a popular feature at an event or site; Something that causes interest, pleasure, or liking for someone are something.
@attractive	If people or things are attractive, you like them because you think they are good, beautiful, etc.
@attractiveness	Attractiveness is how attractive something or someone is; Attractiveness is the result of being attractive.
@attribute	If you attribute x to y, you say that x is the creation or result of y; An attribute is a part, feature, or characteristic.
@attribution	Attribution is the act of clearly acknowledging the creator of or reason for something.
@attributive	An attributive modifier is a modifier of a noun, usually occurring before the noun in English.
@aubergine	An aubergine is the purple egg-shaped fruit of the Asian plant, '''', which is cultivated and eaten as a vegetable; A dark purple colour; eggplant.
@auburn	Auburn is a color often used to describe hair color.
@auction	An auction is a sale where the goods are sold to the person who offers the most money; To auction is to sell goods to the person who offers the most money.--
@auctioneer	An auctioneer is a person who sells items at an auction.--
@audible	If something is audible, it can be heard.
@audience	An audience is the person or people who watch a performance, listen to you speak, or read what you write.
@audio	Audio is a kind of sound or sound signal; Of or relating to sound or sound waves.
@audit	An audit is an when something is examined by an independent person or group; If you audit something you examine it, and it is not yours.
@audit trail	An audit trail is a record of an audit. This is often a computer record.
@audition	An audition is a performance by an someone hoping to become a performer in order to show suitability or talent; Audition is the sense of hearing; To audition is to audition; To audition is to take part in an audition.--
@auditionee	An auditionee is a person who participates in an audition.--
@auditioner	An auditioner is a person who conducts an audition.--
@auditor	An auditor is someone who examines bookkeeping accounts.--
@auditorium	An auditorium is a room built for an audience to watch a performance.
@auditory	If something is auditory, then it is related to the sense of hearing.--
@Audrey	Audrey is a female given name.
@aug	August (the month).
@augment	If something is augmented, it is increased or made larger.--
@augur	An augur is a person who can foretell an event by the behaviour of birds or from celestial phenomena; If you augur an event, you predict its outcome.--
@August	The eighth (8th) month of the year.
@Augusta	Augusta is a given name; Augusta is a surname; Augusta is the cap..."; Augusta is a given name; Augusta is a surname; Augusta is the capital of Maine.
@aunt	Your aunt is the sister of your mother or father.
@auntcest	Auntcest is a romantic relationship with one's aunts."; Auntcest is a romantic relationship with one's aunts.--
@auntie	A fun word for aunt, most often used by children or when talking to children. 
@aunty	A fun word for aunt; a different way of spelling auntie.
@aura	An aura is a feeling, quality, or atmosphere that a certain person or place has or is associated with; An aura is a feeling, quality, or atmosphere that a certain person or place has or is associated with; An aura is an invisible energy or force that surrounds a person or animal.
@Austin	Austin is a male given name; Austin is the capital of Texas.
@Australia	Australia is the continent that is east of the Indian Ocean, west of the Pacific Ocean, and south of Asia; Australia is the country on this continent.
@Australian	A person from Australia; If a person is Australian, they come from Australia; In a style typical of Australia.--
@Austria	Austria is a country in Europe.
@Austrian	An Austrian is a person that comes from Austria; Something or someone that is Austrian comes from Austria.--
@authentic	Of the same origin as claimed; genuine; Conforming to reality and therefore worthy of trust, reliance, or belief; Having authority.
@authenticate	If you authenticate something, you prove or show that it is genuine, or valid.--
@authentication	Authentication is the process of verifying that something is genuine or valid; Authentication is the process of verifying that something is genuine or valid.--
@author	An author is the creator of a work; a writer; An author is a source of information; If you author something, you create a work as its author.
@authorisation	An '''''' is a permission to do something; An authorisation is a permission to do something; Authorisation is an act of ; An authorisation is a document giving formal sanction, permission or warrant.
@authorise	To authorise someone is to give them power or permission; To authorise can be to allow something to be done.--
@authoritative	If someone is authoritative, they seem to have power and are likely obeyed; If something is authoritative, it is based on all the most important information.
@authoritatively	If something is done authoritatively, it is administered or issued from a position of authority.
@authoritativeness	Authoritativeness is the state or quality of being authoritative.
@authority	To have authority means to have the power to make a decision; If you are an authority on something, many people think you know very, very much about it.
@authorization	An '''''' is a permission to do something; An authorization is a permission to do something; authorization is an act of ; An authorization is a document giving formal sanction, permission or warrant.--
@authorize	To authorize someone is to give them power or permission; To authorize can be to allow something to be done.--
@autism	Autism is a disorder where a person has limited communication, little social interaction, have very limited interests, and often do the same things repeatedly.
@autistic	If a person is autistic, they suffer from autism; If a person is autistic, they are lame or stupid; An autistic person suffers from autism.--
@auto	Another way of spelling automobile.
@autobiography	An autobiography is the story of the author's life.--
@autodidact	An autodidact is a person who has taught himself or herself a particular subject.--
@autograph	An autograph is a person’s signature, usually of a famous or admired person; An autograph is a manuscript in the author’s handwriting; If something is autograph, it is written in the author’s own handwriting; If you autograph something, you sign on a book.--
@automate	If you automate a process, you make it automatic, for example work done by machines instead of humans.
@automatic	If something is automatic, it works by itself; A car that changes the gear by itself is called an automatic; A gun that continues to fire while the trigger is pressed is called an automatic. 
@automatically	If something happens automatically, it happens without the need for a person to start it or do anything more; If you do something automatically, you do it without thinking about it.
@automation	Automation is the act or process of controlling machines or devices in a more automatic way, such as by computer or electronic controls.--
@automobile	An automobile is a vehicle with four wheels and an engine or motor, made for people to ride in.
@autonomous	If something is autonomous, it has the freedom to govern itself."; If something is autonomous, it has the freedom to govern itself.
@autonomy	Autonomy can be independence or freedom, as of the will or one's actions: the autonomy of the individual; Autonomy can be the condition of being autonomous; self-government, or the right of self-government; independence; An autonomy is a self-governing community.--
@autopsy	An '''autopsy'..."; An autopsy is a dissection performed on a cadaver to find the possible cause(s) of death; To perform an autopsy on.--
@autos	Another way of spelling automobiles.--
@autumn	The season when the weather is getting colder, after summer and before winter.
@auxiliary	An auxiliary worker is one who auxiliary verbs.); An auxiliary is a person who assists the main workers; An auxiliary is an auxiliary verb.
@auxiliary verb	An auxiliary verb is a list)
@availability	Availability is the state or quality of being available.
@available	If something is available, it exists and you can use it.
@avatar	A physical representation (for example, a picture) of an idea or concept; a personification; A picture representing a person on the internet; The incarnation of a god, especially Vishnu.--
@avenge	If you avenge, you take revenge for or on behalf of someone."; If you avenge, you take revenge for or on behalf of someone.--
@avenue	An avenue is a wide street, often bordered by trees; An avenue can be a way or opening for entrance into a place.--
@average	To be average is to be not one extreme or another; An average is a measure in the middle of several numbers.
@Avery	Avery is a male given name.
@aviation	Aviation is the art or science of making and flying aircraft, like planes; Aviation is flying, , or operation of an aircraft.--
@avid	An avid person is enthusiastic and shows great interest in something. 
@avocado	An avocado is a type of fruit that is yellowish-green and mushy inside; A dark chartreuse colour, like the colour of the meat of an avocado.
@avoid	When you avoid something, you stay away from it or you don't do it.
@avoidable	When something is avoidable, you can avoid it.
@avoidably	In an avoidable way.
@avoidance	Avoidance is the process of staying away from or not doing something.
@avow	If you avow, you declare something openly and boldly as you believe that something is right.--
@Awadh	Awadh is a region in the state Uttar Pradesh in India.
@awake	If you are awake, you are not asleep; If someone awakes, they stop sleeping; If something awakes a feeling, it makes it happen. 
@awaken	If you awaken somebody, they stop sleeping because of something you do; If something awakens your senses, a memory, a feeling, etc., it brings your attention to them.--
@award	An award is something that you give to someone who has done something very well; An award is money that a court decides should be given to somebody who has won a legal case; If you award somebody something, you officially give it to them, usually because they have done something well; If you award somebody something, you officially decide that somebody should receive money or a contract.--
@aware	If you are aware of something, you know about it. 
@awareness	Awareness is the state of consciousness, or the state when someone is awake. It means that a person can sense changes in their environment and respond to it; Awareness is the state or quality of being aware of something.
@away	When something moves away from something else, the distance between them gets bigger. They are no longer near or close.
@awe	Awe is a feeling of fear and reverence; Awe is a feeling of amazement; If someone is awed, fear and reverence is inspired in them.--
@awesome	If something is awesome, it's very good; , If something is awesome, it causes you to feel awe or wonder. --
@awful	Very bad. So bad that people don't want to think about it. 
@awfully	If something is done awfully, it is done in a bad and terrible manner.
@awkward	An awkward person or animal is clumsy, lacks agility, dexterity or grace; An awkward situation, event is an embarrassing situation, event; Awkward also means complicated.
@awkwardness	Awkwardness is the state of being awkward. 
@awright	Awright is okay or a sign of approval.
@axe	An axe is a tool made from a short blade on a long handle. Axes are often used to cut wood; If you axe something, you chop it with an axe; If you axe something, you end or reduce it in a sudden or mean way; If you axe someone, you fire a person from their job.--
@axel	An axel is a jump that includes one or more complete turns and a half turn while in the air.--
@axil	An axil is the upper angle betw..."; An axil is the upper angle between a leaf and a stem.--
@axiology	Axiology is the field of study in philosophy that studies ethical and aesthetic values.
@axiom	An axiom is an established principle or statement which is universally accepted.--
@axis	An axis is the imaginary line that an object spins around. This is the middle of the circle of the turn, and at a right angle to it; The second cervical vertebra of the spine; A type of deer that lives in Asia.
@axis mundi	A line (Hindus believe that a holy mountain is the axis mundi, and that climbing it leads to heaven.''
@axle	An axle is the pin or spindle on which a wheel revolves, or which revolves with a wheel; An axle is a transverse bar or shaft connecting the opposite wheels of a vehicle.
